OBJECTID,F5_Digit_NTD_ID,NTDID5,Legacy_NTD_ID,Agency_Name,Reporter_Acronym,Doing_Business_As,Reporter_Status,Reporter_Type,Reporting_Module,Organization_Type,Reported_By_NTD_ID,Reported_by_Name,Subrecipient_Type,FY_End_Date,Original_Due_Date,Address_Line_1,Address_Line_2,PO_Box,City,State,Zip_Code,Zip_Code_Ext,Region,URL,FTA_Recipient_ID,Service_Area_Sq_Miles,Service_Area_Pop,Primary_UZA,UZA_Name,Tribal_Area_Name,Density,Sq_Miles,Required_Reporter,VOMS_DO,VOMS_PT,Total_VOMS,Volunteer_Drivers,Personal_Vehicles,MSGUSPS,MSG2KX,LON,LAT,NTMParticipation
2105,9R04-91107,91107,9R04-037,SNTC-Mesquite, , ,Active,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,9R04,Nevada Department of Transportation,Rural General Public Transit,9/30/2016 0:00,1/31/2017 0:00,650 Hardy Way Suite 104,260 East Laughlin Civic Drive, ,Laughlin,NV,89029, ,9,http://www.sntced@dmaaccess.com, ,0,0,0, , ,0,0, ,6, ,6, , ,Street not found,**  Centroid Lat/Long   **,-114.598,35.1342,Yet To Be Contacted
2106,9R04-91113,91113,9R04-012,Lyon County Human Services, , ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",9R04,Nevada Department of Transportation,Rural General Public Transit,9/30/2016 0:00,1/31/2017 0:00, , ,1141,Silver Springs,NV,89429, ,9,http://www.lyon-county.org, ,0,0,0, , ,0,0, ,5, ,5, , ,Insufficient or Blank address,**  Centroid Lat/Long   **,-119.3456,39.3697,Yet To Be Contacted
2107,9R04-99429,99429, ,Esmeralda County, , ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",9R04,Nevada Department of Transportation,Rural General Public Transit,9/30/2016 0:00,1/31/2017 0:00,233 Crook St., ,P.O. Box 517,Goldfield,NV,89013, ,9,http://www.accessesmeralda.com, ,0,0,0, , ,0,0, ,4, ,4, , ,House # not found on this street,**  Centroid Lat/Long   **,-117.6765,37.7224,Yet To Be Contacted
2108,9R04-99430,99430, ,"Pahrump Senior Center, Inc.", , ,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",9R04,Nevada Department of Transportation,Rural General Public Transit,9/30/2016 0:00,1/31/2017 0:00,1370 W. Basin Ave., , ,Pahrump,NV,89060, ,9,pahrumpseniorcenter.com, ,0,0,0, , ,0,0, ,6, ,6, , ,100% Overall probable correctness,** Street-Level Rooftop **,-116.038069,36.219789,Yet To Be Contacted
2109,9R04-99431,99431, ,"Silverado Stages, Inc.", , ,Active,Rural Reporter,Rural,Private-For-Profit Corporation,9R04,Nevada Department of Transportation,Intercity Bus,9/30/2016 0:00,1/31/2017 0:00,241 Prado Rd., , ,San Luis Obispo,CA,93401, ,9,silveradostages.com, ,0,0,0, , ,0,0, ,0, ,0, , ,100% Overall probable correctness,** Street-Level Rooftop **,-120.666041,35.253881,Yet To Be Contacted
2110,9R04-99432,99432, ,Amador Stage Lines, , ,Active,Rural Reporter,Rural,Private-For-Profit Corporation,9R04,Nevada Department of Transportation,Rural General Public Transit,9/30/2016 0:00,1/31/2017 0:00,1331 C Street, , ,Sacramento,CA,95814, ,9,amadorstagelines.com, ,0,0,0, , ,0,0, ,3, ,3, , ,100% Overall probable correctness,** Street-Level Rooftop **,-121.484963,38.586762,Yet To Be Contacted
2111,9R05,09R05,9R05,Government of Guam - Guam Regional Transit Authority,GRTA, ,Active,State Reporter,Rural, , , , ,9/30/2016 0:00,1/31/2017 0:00,P. O. Box 2896, , ,Hagatna,GU,96932,2896,9,http://www.grta.guam.gov/,1641,0,0,0, , ,0,0, ,0, ,0, , ,100% Overall probable correctness,**  Centroid Lat/Long   **,-144.7558,13.4718,Yet To Be Contacted
2112,9R05-90999,90999,9R05-001,Government of Guam-Guam Regional Transit Authority,GRTA,Guam Public Transit System,Active,Rural Reporter,Rural,State Government Unit or Department of Transportation,9R05,Government of Guam - Guam Regional Transit Authority,Rural General Public Transit,9/30/2016 0:00,1/31/2017 0:00,P. O. Box 2896, , ,Hagatna,GU,96932,2896,9,http://grta.guam.gov,1641,0,0,0, , ,0,0, ,0,11,11, , ,100% Overall probable correctness,**  Centroid Lat/Long   **,-144.7558,13.4718,Yet To Be Contacted
2113,9R06,09R06,9R06,American Samoa Department of Public Works,ASDPW, ,Active,State Reporter,Rural, , , , ,9/30/2016 0:00,1/31/2017 0:00,American Samoa Government,DPW Building 1st Floor, ,Pago Pago,AS,96799, ,9,http://www.americansamoa.gov/,2161,0,0,0, , ,0,0, ,0, ,0, , ,Insufficient or Blank address,**  No Lat/Longs gen'd  **,0.0,0.0,Yet To Be Contacted
2114,9R06-91004,91004,9R06-001,Port of Administration Authority, , ,Active,Rural Reporter,Rural,State Government Unit or Department of Transportation,9R06,American Samoa Department of Public Works,Rural General Public Transit,9/30/2016 0:00,1/31/2017 0:00,American Samoa Government,Fagatogo,639,Pago Pago,AS,96799, ,9,www.americansamoa.gov, ,0,0,0, , ,0,0, ,1, ,1, , ,Insufficient or Blank address,**  No Lat/Longs gen'd  **,0.0,0.0,Yet To Be Contacted
2115,9R06-99434,99434, ,American Samoa Government Dept. of Public Works, , ,Active,Rural Reporter,Rural,State Government Unit or Department of Transportation,9R06,American Samoa Department of Public Works,Rural General Public Transit,9/30/2016 0:00,1/31/2017 0:00,Tafuna Road Building #1, , ,Pago Pago,AS,96799, ,9, , ,0,0,0, , ,0,0, ,7, ,7, , ,Insufficient or Blank address,**  No Lat/Longs gen'd  **,0.0,0.0,Yet To Be Contacted
2116,9R08,09R08,9R08,Northern Marianas - Commonwealth Office of Transit Authority,COTA, ,Active,State Reporter,Rural, , , , ,9/30/2016 0:00,1/31/2017 0:00,Caller Box 10007,"2nd Flr, Marianas Business Plaza, Suite 216", ,Saipan,MP,96950, ,9,http://www.COTA.gov.mp/,7196,0,0,0, , ,0,0, ,0, ,0, , ,90% Overall probable correctness,**  No Lat/Longs gen'd  **,0.0,0.0,Yet To Be Contacted
2117,9R08-91045,91045,9R08-001,COTA,COTA, ,Active,Rural Reporter,Rural,State Government Unit or Department of Transportation,9R08,Northern Marianas - Commonwealth Office of Transit Authority,Rural General Public Transit,9/30/2016 0:00,1/31/2017 0:00,"2nd Floor, NMIRF Building","Isa Drive, Capitol Hill",Caller Box,Saipan,MP,96950,0,9,www.COTA.gov.mp, ,0,0,0, , ,0,0, ,4, ,4, , ,Street not found,**  No Lat/Longs gen'd  **,0.0,0.0,Yet To Be Contacted
2118,11140,11140,1T01,Houlton Band of Maliseet Indians,,,Active,Reduced Reporter,Tribal,Tribe,,,,29-Sep-16,30-Jan-17,88 Bell Road,,,Littleton,ME,4730,,1,http://www.maliseets.com/,6770,0,0,0,Maine Non-UZA,"Houlton Maliseet Reservation and Off-Reservation Trust Land, ME",0,0,,6,,6,,,100% Overall probable correctness,** Street-Level Rooftop **,-67.809124,46.185809,Participating
2119,20002,20002,2002,Capital District Transportation Authority,CDTA,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,30-Mar-16,30-Oct-16,110 Watervliet Avenue,,,Albany,NY,12206,,2,http://www.cdta.org/,1776,207,511949,67,"Albany-Schenectady, NY",,2012,296,Y,229,48,277,,,100% Overall probable correctness,** Street-Level Rooftop **,-73.780307,42.679683,Participating
2120,20003,20003,2003,Broome County Department of Public Transportation,Broome County,,Active,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,30-Dec-16,29-Apr-17,413 Old Mill Road,,,Vestal,NY,13850,,2,http://www.gobroomecounty.com/transit/,1774,712,200600,210,"Binghamton, NY-PA",,2132,74,Y,44,10,54,,,100% Overall probable correctness,** Street-Level Rooftop **,-75.969348,42.098922,Participating
2121,1,00001,1,King County Department of Transportation,KCDOT,,Active,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,30-Dec-16,29-Apr-17,201 South Jackson Street,M.S. KSC-TR-0333,,Seattle,WA,98104,3856,10,http://metro.kingcounty.gov/,1731,2134,2117125,14,"Seattle, WA",,3028,1010,Y,2566,252,2818,,,100% Overall probable correctness,** Street-Level Rooftop **,-122.331577,47.599033,Participating
2122,2,00002,2,Spokane Transit Authority,STA,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,30-Dec-16,29-Apr-17,1230 West Boone Avenue,,,Spokane,WA,99201,,10,http://www.spokanetransit.com/,1733,248,409271,96,"Spokane, WA",,2362,164,Y,260,47,307,,,100% Overall probable correctness,** Street-Level Rooftop **,-117.430207,47.668187,Participating
2123,3,00003,3,Pierce County Transportation Benefit Area Authority,Pierce Transit,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,30-Dec-16,29-Apr-17,"3701 96th Street, S.W.",,99070,Tacoma,WA,98496,70,10,http://www.piercetransit.org/,1730,292,547975,14,"Seattle, WA",,3028,1010,Y,473,60,533,,,100% Overall probable correctness,** Street-Level Rooftop **,-122.484992,47.170035,Participating
2124,6,00006,6,Yakima Transit,YT,,Active,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,30-Dec-16,29-Apr-17,2301 Fruitvale Boulevard,,,Yakima,WA,98902,1298,10,http://www.yakimatransit.org/,1750,33,100715,248,"Yakima, WA",,2165,60,Y,35,28,63,,,100% Overall probable correctness,** Street-Level Rooftop **,-120.539737,46.61255,Participating
2125,7,00007,7,Lane Transit District,LTD,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,29-Jun-16,30-Oct-16,3500 East 17th Avenue,,,Eugene,OR,97403,,10,http://www.ltd.org/,1738,482,302200,151,"Eugene, OR",,2852,87,Y,81,261,342,,,100% Overall probable correctness,** Street-Level Rooftop **,-123.042348,44.042045,Participating
2126,8,00008,8,Tri-County Metropolitan Transportation District of Oregon,TriMet,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,29-Jun-16,30-Oct-16,"1800 SW 1st Avenue, Suite 300",,,Portland,OR,97201,5354,10,http://www.trimet.org/,1728,534,1560803,24,"Portland, OR-WA",,3528,524,Y,650,300,950,,,100% Overall probable correctness,** Street-Level Rooftop **,-122.677402,45.510462,Participating
2127,11,00011,11,Valley Regional Transit,VRT,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,29-Sep-16,30-Jan-17,700 N East 2nd St.,Suite 100,,Meridian,ID,83642,,10,http://www.valleyregionaltransit.org/,1736,66,338759,108,"Boise City, ID",,2613,134,Y,60,,60,,,80% Overall probable correctness,** Street-Level Rooftop **,-116.389911,43.610127,Participating
2128,12,00012,12,Municipality of Anchorage - Public Transportation Department,People Mover,,Active,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,30-Dec-16,29-Apr-17,"3600 Dr Martin Luther King, Jr Avenue",,196650,Anchorage,AK,99519,6650,10,http://www.peoplemover.org/,1707,77,299037,149,"Anchorage, AK",,2956,85,Y,43,109,152,,,100% Overall probable correctness,** Street-Level Rooftop **,-149.810617,61.177051,Participating
2129,16,00016,16,RiverCities Transit,RCT,,Active,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,30-Dec-16,29-Apr-17,P.O. Box 128,254 Oregon Way,128,Longview,WA,98632,,10,http://www.rctransit.org/,1747,23,49200,431,"Longview, WA-OR",,1946,33,Y,10,13,23,,,100% Overall probable correctness,** Street-Level Rooftop **,-122.947874,46.119067,Participating
2130,19,00019,19,Intercity Transit,I.T.,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,30-Dec-16,29-Apr-17,526 Southeast Pattison Street,,659,Olympia,WA,98507,659,10,http://www.intercitytransit.com/,1745,101,178328,195,"Olympia-Lacey, WA",,1673,106,Y,286,,286,,,90% Overall probable correctness,** Street-Level Rooftop **,-122.858825,47.043816,Participating
2131,20,00020,20,Kitsap Transit,,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,30-Dec-16,29-Apr-17,60 Washington Ave. Suite 200,,,Bremerton,WA,98337,,10,http://kitsaptransit.org/,1746,396,254183,180,"Bremerton, WA",,1458,136,Y,253,4,257,,,100% Overall probable correctness,** Street-Level Rooftop **,-122.625221,47.563614,Participating
2132,21,00021,21,Whatcom Transportation Authority,WTA,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,30-Dec-16,29-Apr-17,4111 Bakerview Spur,,,Bellingham,WA,98226,8056,10,http://www.ridewta.com/,5092,776,212357,275,"Bellingham, WA",,2379,48,Y,99,2,101,,,100% Overall probable correctness,** Street-Level Rooftop **,-122.448189,48.78775,Participating
2133,22,00022,22,City of Pocatello,PRT,Pocatello Regional Transit,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,29-Sep-16,30-Jan-17,911 North Seventh,,4169,Pocatello,ID,83205,4169,10,http://www.pocatellotransit.com/,1737,27,81730,395,"Pocatello, ID",,2251,31,Y,28,,28,,,80% Overall probable correctness,** Street-Level Rooftop **,-112.448721,42.873837,Participating
2134,24,00024,24,Clark County Public Transportation Benefit Area Authority,C-Tran,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,30-Dec-16,29-Apr-17,,,2529,Vancouver,WA,98668,2529,10,http://www.c-tran.com/,1729,142,390611,24,"Portland, OR-WA",,3528,524,Y,176,,176,,,Insufficient or Blank address,**  Centroid Lat/Long   **,-122.6247,45.6423,Participating
2135,25,00025,25,Salem Area Mass Transit District,Cherriots,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,29-Jun-16,30-Oct-16,555 Court St. NE,Suite 5230,,Salem,OR,97301,3980,10,http://www.cherriots.org/,1740,76,236632,156,"Salem, OR",,3117,76,,53,223,276,,,100% Overall probable correctness,** Street-Level Rooftop **,-123.035934,44.940704,Participating
2136,34,00034,34,Rogue Valley Transportation District,RVTD,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,29-Jun-16,30-Oct-16,3200 Crater Lake Avenue,,,Medford,OR,97504,9075,10,http://www.rvtd.org/,1739,50,132022,213,"Medford, OR",,2381,65,Y,18,20,38,,,100% Overall probable correctness,** Street-Level Rooftop **,-122.855401,42.363149,Participating
2137,40,00040,40,Central Puget Sound Regional Transit Authority,ST,Sound Transit,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,30-Dec-16,29-Apr-17,401 South Jackson Street,,,Seattle,WA,98104,2826,10,http://www.soundtransit.org/,5656,1087,2988000,14,"Seattle, WA",,3028,1010,Y,257,114,371,,,100% Overall probable correctness,** Street-Level Rooftop **,-122.328414,47.599049,Participating
2138,43,00043,43,Link Transit,,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,30-Dec-16,29-Apr-17,2700 Euclid Avenue,,,Wenatchee,WA,98801,,10,http://www.linktransit.com/,5606,197,108660,412,"Wenatchee, WA",,2143,31,Y,43,1,44,,,100% Overall probable correctness,** Street-Level Rooftop **,-120.32506,47.465362,Participating
2139,45,00045,45,Fairbanks North Star Borough Transit,MACS,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,29-Jun-16,30-Oct-16,3175 Peger Road,,,Fairbanks,AK,99709,,10,http://www.co.fairbanks.ak.us/transportation/,1734,7444,97581,425,"Fairbanks, AK",,1170,55,Y,16,,16,,,100% Overall probable correctness,** Street-Level Rooftop **,-147.778117,64.817027,Participating
2140,48,00048,48,Lewiston Transit System,LTS,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,29-Sep-16,30-Jan-17,PO Box 617,,617,Lewiston,ID,83501,,10,http://www.cityoflewiston.org/transit/,5981,17,50058,483,"Lewiston, ID-WA",,1840,28,Y,4,,4,,,100% Overall probable correctness,**  Centroid Lat/Long   **,-116.9219,46.4102,Participating
2141,51,00051,51,Asotin County PTBA,PTBA,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,30-Dec-16,29-Apr-17,1494 Poplar St,,,Clarkston,WA,99403,,10,http://asotincoptba.com/,6450,20,21888,483,"Lewiston, ID-WA",,1840,28,Y,13,,13,,,100% Overall probable correctness,** Street-Level Rooftop **,-117.063666,46.418266,Participating
2142,207,00207,0T24,Spokane Tribe of Indians,TME,,Active,Reduced Reporter,Tribal,Tribe,,,,29-Sep-16,30-Jan-17,The Moccasin Express,6195 Ford Wellpinit Rd,100,Wellpinit,WA,99040,,10,http://www.spokanetribe.com/,6937,,,0,Washington Non-UZA,"Spokane Reservation and Off-Reservation Trust Land, WA",0,0,,10,,10,,,100% Overall probable correctness,** Street-Level Rooftop **,-117.989341,47.887018,Participating
2143,10003,10003,1003,Massachusetts Bay Transportation Authority,MBTA,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,29-Jun-16,30-Oct-16,10 Park Plaza,,,Boston,MA,2116,3974,1,http://www.mbta.com/,1369,3244,3109308,10,"Boston, MA-NH-RI",,2232,1873,Y,1323,1051,2374,,,100% Overall probable correctness,** Street-Level Rooftop **,-71.069041,42.351378,Participating
2144,10005,10005,1005,Lowell Regional Transit Authority,LRTA,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,29-Jun-16,30-Oct-16,145 Thorndike Street,,,Lowell,MA,1852,3308,1,http://www.lrta.com/,1375,282,338186,10,"Boston, MA-NH-RI",,2232,1873,Y,18,60,78,,,100% Overall probable correctness,** Street-Level Rooftop **,-71.313489,42.636797,Participating
2145,10006,10006,1006,Southeastern Regional Transit Authority,SRTA,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,29-Jun-16,30-Oct-16,"700 Pleasant Street, 3rdFloor",,,New Bedford,MA,2740,6263,1,http://www.srtabus.com/,5002,47,186731,219,"New Bedford, MA",,2712,55,Y,,73,73,,,100% Overall probable correctness,** Street-Level Rooftop **,-70.926932,41.636224,Participating
2146,10007,10007,1007,Berkshire Regional Transit Authority,BRTA,,Active,Full Reporter,Urban,"Subsidiary Unit of a Transit Agency, Reporting Separately",,,,29-Jun-16,30-Oct-16,"One Columbus Avenue, Suite 201",,,Pittsfield,MA,1201,,1,http://www.berkshirerta.com/,1378,384,127500,448,"Pittsfield, MA",,1765,34,Y,,25,25,,,100% Overall probable correctness,** Street-Level Rooftop **,-73.253788,42.451456,Participating
2147,10013,10013,1013,Merrimack Valley Regional Transit Authority,MVRTA,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,29-Jun-16,30-Oct-16,85 Railroad Avenue,,,Haverhill,MA,1835,7295,1,http://www.mvrta.com/,1374,225,306339,10,"Boston, MA-NH-RI",,2232,1873,Y,,67,67,,,100% Overall probable correctness,** Street-Level Rooftop **,-71.08919,42.767212,Participating
2148,10048,10048,1048,Connecticut Department of Transportation - CTTRANSIT - Hartford Division,CTTransit,,Active,Full Reporter,Urban,State Government Unit or Department of Transportation,,,,29-Jun-16,30-Oct-16,100 Leibert Road,,66,Hartford,CT,6141,66,1,http://www.cttransit.com/,5152,664,851535,47,"Hartford, CT",,1792,516,Y,232,,232,,,100% Overall probable correctness,** Street-Level Rooftop **,-72.65772,41.784427,Participating
2149,10057,10057,1057,Norwalk Transit District,,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,29-Jun-16,30-Oct-16,275 Wilson Avenue,,,Norwalk,CT,6854,4615,1,http://www.norwalktransit.com/,1339,45,108700,48,"Bridgeport-Stamford, CT-NY",,1981,466,Y,64,28,92,,,100% Overall probable correctness,** Street-Level Rooftop **,-73.423372,41.080474,Participating
2150,10061,10061,1061,Montachusett Regional Transit Authority,MART,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,29-Jun-16,30-Oct-16,1427R Water Street,,,Fitchburg,MA,1420,7266,1,http://www.mrta.us/,1371,624,228778,269,"Leominster-Fitchburg, MA",,1798,65,Y,,170,170,,,100% Overall probable correctness,**  Centroid Lat/Long   **,-71.774111,42.558488,Participating
2151,10064,10064,1064,Greater Attleboro-Taunton Regional Transit Authority,GATRA,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,29-Jun-16,30-Oct-16,10 Oak Street,Second Floor,,Taunton,MA,2780,,1,http://www.gatra.org/,1365,835,565814,39,"Providence, RI-MA",,2185,545,Y,,114,114,,,100% Overall probable correctness,** Street-Level Rooftop **,-71.10207,41.901373,Participating
2152,10066,10066,1066,Chittenden County Transportation Authority,CCTA,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,29-Jun-16,30-Oct-16,15 Industrial Parkway,,,Burlington,VT,5401,,1,http://www.cctaride.org/,1394,61,93656,285,"Burlington, VT",,1761,62,Y,54,20,74,,,100% Overall probable correctness,** Street-Level Rooftop **,-73.21945,44.45046,Participating
2153,10087,10087,1087,Nashua Transit System,NTS,,Active,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,29-Jun-16,30-Oct-16,11 Riverside St.,,,Nashua,NH,3062,,1,http://WWW.GONASHUA.COM/,2413,32,86933,160,"Nashua, NH-MA",,1242,182,Y,,15,15,,,100% Overall probable correctness,** Street-Level Rooftop **,-71.49912,42.748589,Participating
2154,10088,10088,1088,Casco Bay Island Transit District,CBITD,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,30-Mar-16,30-Oct-16,P. O. Box 4656,,4656,Portland,ME,4112,4656,1,http://www.cascobaylines.com/,1883,111,66765,177,"Portland, ME",,1500,136,Y,4,,4,,,100% Overall probable correctness,**  Centroid Lat/Long   **,-70.2547,43.6522,Participating
2155,10098,10098,1098,"Western Maine Transportation Services, Inc.",WMTS,,Active,Full Reporter,Urban,Private-Non-Profit Corporation,,,,29-Sep-16,30-Jan-17,76 Merrow Road,,,Auburn,ME,4210,1714,1,http://www.wmtsbus.org/,,4247,188015,446,"Lewiston, ME",,1678,35,,32,,32,,,100% Overall probable correctness,** Street-Level Rooftop **,-70.291094,44.077551,Participating
2156,10105,10105,1105,Cape Cod Regional Transit Authority,CCRTA,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,29-Jun-16,30-Oct-16,"215 Iyannough Road, Route 28",,1988,Hyannis,MA,2601,,1,http://www.capecodrta.org/,1368,394,221049,152,"Barnstable Town, MA",,890,277,Y,,335,335,,,80% Overall probable correctness,** Street-Level Rooftop **,-70.277755,41.66056,Participating
2157,10112,10112,1112,South Portland Bus Service,SPBS,South Portland Bus Service,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,29-Jun-16,30-Oct-16,25 Cottage Road,,9422,South Portland,ME,4116,9422,1,http://www.southportland.org/,7141,14,25200,177,"Portland, ME",,1500,136,,8,,8,,,100% Overall probable correctness,** Street-Level Rooftop **,-70.252145,43.637621,Participating
2158,10114,10114,1114,Biddeford-Saco-Old Orchard Beach Transit Committee Shuttle Bus,ShuttleBus,,Active,Reduced Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,29-Sep-16,30-Jan-17,13 Pomerleau Street,,,Biddeford,ME,4005,,1,http://www.shuttlebus-zoom.com/,7126,90,67302,177,"Portland, ME",,1500,136,Y,11,,11,,,100% Overall probable correctness,** Street-Level Rooftop **,-70.485506,43.481105,Participating
2159,10118,10118,1118,MetroWest Regional Transit Authority,MWRTA,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,29-Jun-16,30-Oct-16,37 Waverley Street,,,Framingham,MA,1702,,1,http://www.mwrta.com/,6781,214,231198,10,"Boston, MA-NH-RI",,2232,1873,Y,,83,83,,,100% Overall probable correctness,** Street-Level Rooftop **,-71.40124,42.280337,Participating
2160,10122,10122,1122,"Jalbert Leasing, Inc.",,C&J Bus Lines,Active,Reduced Reporter,Urban,Private-For-Profit Corporation,,,,30-Dec-16,29-Apr-17,185 Grafton Drive,,,Portsmouth,NH,3801,,1,http://www.ridecj.com/,,2449,536001,329,"Portsmouth, NH-ME",,952,93,N,29,,29,,,100% Overall probable correctness,** Street-Level Rooftop **,-70.807752,43.061306,Participating
2161,20004,20004,2004,Niagara Frontier Transportation Authority,NFT Metro,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,30-Mar-16,30-Oct-16,181 Ellicott Street,,,Buffalo,NY,14203,,2,http://www.nfta.com/,1792,407,981771,46,"Buffalo, NY",,2463,380,Y,352,,352,,,100% Overall probable correctness,** Street-Level Rooftop **,-78.872682,42.88294,Participating
2162,20008,20008,2008,MTA New York City Transit,NYCT,,Active,Full Reporter,Urban,"Subsidiary Unit of a Transit Agency, Reporting Separately",,,,30-Dec-16,29-Apr-17,2 Broadway,,,New York,NY,10004,,2,http://www.mta.info/,1786,321,8550405,1,"New York-Newark, NY-NJ-CT",,5319,3450,Y,9210,1794,11004,,,100% Overall probable correctness,** Street-Level Rooftop **,-74.013007,40.704087,Participating
2163,20018,20018,2018,Central New York Regional Transportation Authority,CNYRTA,New York Regional Transportation Authority,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,30-Mar-16,30-Oct-16,200 Cortland Ave.,,820,Syracuse,NY,13205,820,2,http://www.centro.org/,1778,510,641357,90,"Syracuse, NY",,2115,195,Y,187,21,208,,,100% Overall probable correctness,** Street-Level Rooftop **,-76.150893,43.036413,Participating
2164,20075,20075,2075,Port Authority Transit Corporation,PATCO,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,30-Dec-16,29-Apr-17,Carlton Avenue,,4262,Lindenwold,NJ,8021,,2,http://www.ridepatco.org/,1413,16,159726,5,"Philadelphia, PA-NJ-DE-MD",,2746,1981,Y,78,,78,,,House # not found on this street,**  Centroid Lat/Long   **,-74.9995,39.8142,Participating
2165,20078,20078,2078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",MTA-MNCR,,Active,Full Reporter,Urban,"Subsidiary Unit of a Transit Agency, Reporting Separately",,,,30-Dec-16,29-Apr-17,420 Lexington Avenue,2nd Floor,,New York,NY,10170,,2,http://www.mta.info/,,527,6503894,1,"New York-Newark, NY-NJ-CT",,5319,3450,Y,1164,11,1175,,,100% Overall probable correctness,**  Centroid Lat/Long   **,-73.975312,40.752508,Participating
2166,20080,20080,2080,New Jersey Transit Corporation,NJ TRANSIT,,Active,Full Reporter,Urban,Other Publicly-Owned or Privately Chartered Corporation,,,,29-Jun-16,30-Oct-16,"One Penn Plaza, East",,,Newark,NJ,7105,2246,2,http://www.njtransit.com/,1414,5325,10594013,1,"New York-Newark, NY-NJ-CT",,5319,3450,Y,3138,918,4056,,,100% Overall probable correctness,**  Centroid Lat/Long   **,-74.1594,40.7327,Participating
2167,20082,20082,2082,New York City Department of Transportation,NYCDOT,,Active,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,29-Jun-16,30-Oct-16,55 Water Street,6th Floor,,New York,NY,10041,,2,http://www.nyc.gov/html/dot/html/home/home.shtml,1788,372,8468015,1,"New York-Newark, NY-NJ-CT",,5319,3450,Y,4,25,29,,,100% Overall probable correctness,**  Centroid Lat/Long   **,-74.009086,40.703984,Participating
2168,20098,20098,2098,Port Authority Trans-Hudson Corporation,PATH,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,30-Dec-16,29-Apr-17,One Path Plaza,10th Floor,,Jersey City,NJ,7306,,2,http://www.panynj.gov/,1925,226,3116788,1,"New York-Newark, NY-NJ-CT",,5319,3450,Y,298,5,303,,,100% Overall probable correctness,**  Centroid Lat/Long   **,-74.061,40.7331,Participating
